Acronym,Brain Region,Level_0,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,mouse_id,density
SCH,Suprachiasmatic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Suprachiasmatic nucleus,,,,4702,3700.05
SFO,Subfornical organ,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Subfornical organ,,,,4702,0.0
VMPO,Ventromedial preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Ventromedial preoptic nucleus,,,,4702,484.85
VLPO,Ventrolateral preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Ventrolateral preoptic nucleus,,,,4702,169.01
AHN,Anterior hypothalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Anterior hypothalamic nucleus,,,,4702,985.58
LM,Lateral mammillary nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Lateral mammillary nucleus,,,4702,149.71
MMme,"Medial mammillary nucleus, median part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Medial mammillary nucleus,"Medial mammillary nucleus, median part",,4702,438.74
MMl,"Medial mammillary nucleus, lateral part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Medial mammillary nucleus,"Medial mammillary nucleus, lateral part",,4702,275.75
MMm,"Medial mammillary nucleus, medial part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Medial mammillary nucleus,"Medial mammillary nucleus, medial part",,4702,264.03
MMp,"Medial mammillary nucleus, posterior part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Medial mammillary nucleus,"Medial mammillary nucleus, posterior part",,4702,113.86
MMd,"Medial mammillary nucleus, dorsal part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Medial mammillary nucleus,"Medial mammillary nucleus, dorsal part",,4702,229.37
SUM,Supramammillary nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Supramammillary nucleus,,,4702,413.41
TMd,"Tuberomammillary nucleus, dorsal part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Tuberomammillary nucleus,"Tuberomammillary nucleus, dorsal part",,4702,1124.44
TMv,"Tuberomammillary nucleus, ventral part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Tuberomammillary nucleus,"Tuberomammillary nucleus, ventral part",,4702,423.47
MPN,Medial preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Medial preoptic nucleus,,,,4702,642.18
PMd,Dorsal premammillary nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Dorsal premammillary nucleus,,,,4702,557.17
PMv,Ventral premammillary nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Ventral premammillary nucleus,,,,4702,367.18
PVHd,"Paraventricular hypothalamic nucleus, descending division",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,"Paraventricular hypothalamic nucleus, descending division",,,,4702,1185.37
VMH,Ventromedial hypothalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Ventromedial hypothalamic nucleus,,,,4702,462.76
PH,Posterior hypothalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Posterior hypothalamic nucleus,,,,4702,948.6
LHA,Lateral hypothalamic area,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Lateral hypothalamic area,,,,4702,473.53
LPO,Lateral preoptic area,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Lateral preoptic area,,,,4702,632.92
PST,Preparasubthalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Preparasubthalamic nucleus,,,,4702,659.74
PSTN,Parasubthalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Parasubthalamic nucleus,,,,4702,782.27
PeF,Perifornical nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Perifornical nucleus,,,,4702,722.38
RCH,Retrochiasmatic area,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Retrochiasmatic area,,,,4702,406.24
STN,Subthalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Subthalamic nucleus,,,,4702,170.75
TU,Tuberal nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Tuberal nucleus,,,,4702,256.94
FF,Fields of Forel,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Zona incerta,Fields of Forel,,,4702,536.89
ME,Median eminence,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Median eminence,,,,,4702,147.65
SCop,"Superior colliculus, optic layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related","Superior colliculus, sensory related","Superior colliculus, optic layer",,,,4702,227.18
SCsg,"Superior colliculus, superficial gray layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related","Superior colliculus, sensory related","Superior colliculus, superficial gray layer",,,,4702,192.87
SCzo,"Superior colliculus, zonal layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related","Superior colliculus, sensory related","Superior colliculus, zonal layer",,,,4702,158.77
ICc,"Inferior colliculus, central nucleus",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Inferior colliculus,"Inferior colliculus, central nucleus",,,,4702,556.39
ICd,"Inferior colliculus, dorsal nucleus",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Inferior colliculus,"Inferior colliculus, dorsal nucleus",,,,4702,585.18
ICe,"Inferior colliculus, external nucleus",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Inferior colliculus,"Inferior colliculus, external nucleus",,,,4702,470.01
NB,Nucleus of the brachium of the inferior colliculus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Nucleus of the brachium of the inferior colliculus,,,,,4702,278.56
SAG,Nucleus sagulum,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Nucleus sagulum,,,,,4702,130.28
PBG,Parabigeminal nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Parabigeminal nucleus,,,,,4702,217.27
MEV,Midbrain trigeminal nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Midbrain trigeminal nucleus,,,,,4702,665.01
SCO,Subcommissural organ,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Subcommissural organ,,,,,4702,612.59
SNr,"Substantia nigra, reticular part",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related","Substantia nigra, reticular part",,,,,4702,31.31
VTA,Ventral tegmental area,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Ventral tegmental area,,,,,4702,285.58
PN,Paranigral nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Paranigral nucleus,,,,,4702,21.53
RR,"Midbrain reticular nucleus, retrorubral area",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related","Midbrain reticular nucleus, retrorubral area",,,,,4702,211.28
MRN,Midbrain reticular nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Midbrain reticular nucleus,,,,,4702,262.62
SCdg,"Superior colliculus, motor related, deep gray layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related","Superior colliculus, motor related","Superior colliculus, motor related, deep gray layer",,,,4702,414.78
SCdw,"Superior colliculus, motor related, deep white layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related","Superior colliculus, motor related","Superior colliculus, motor related, deep white layer",,,,4702,388.91
SCiw,"Superior colliculus, motor related, intermediate white layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related","Superior colliculus, motor related","Superior colliculus, motor related, intermediate white layer",,,,4702,304.14
SCig,"Superior colliculus, motor related, intermediate gray layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related","Superior colliculus, motor related","Superior colliculus, motor related, intermediate gray layer",,,,4702,289.27
PRC,Precommissural nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Periaqueductal gray,Precommissural nucleus,,,,4702,984.6
INC,Interstitial nucleus of Cajal,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Periaqueductal gray,Interstitial nucleus of Cajal,,,,4702,476.63
ND,Nucleus of Darkschewitsch,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Periaqueductal gray,Nucleus of Darkschewitsch,,,,4702,766.17
Su3,Supraoculomotor periaqueductal gray,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Periaqueductal gray,Supraoculomotor periaqueductal gray,,,,4702,1155.6
APN,Anterior pretectal nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Pretectal region,Anterior pretectal nucleus,,,,4702,246.94
MPT,Medial pretectal area,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Pretectal region,Medial pretectal area,,,,4702,0.0
NOT,Nucleus of the optic tract,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Pretectal region,Nucleus of the optic tract,,,,4702,39.2
NPC,Nucleus of the posterior commissure,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Pretectal region,Nucleus of the posterior commissure,,,,4702,761.05
OP,Olivary pretectal nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Pretectal region,Olivary pretectal nucleus,,,,4702,124.42
PPT,Posterior pretectal nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Pretectal region,Posterior pretectal nucleus,,,,4702,61.75
RPF,Retroparafascicular nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Pretectal region,Retroparafascicular nucleus,,,,4702,913.98
CUN,Cuneiform nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Cuneiform nucleus,,,,,4702,292.11
RN,Red nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Red nucleus,,,,,4702,144.36
III,Oculomotor nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Oculomotor nucleus,,,,,4702,0.0
MA3,Medial accesory oculomotor nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Medial accesory oculomotor nucleus,,,,,4702,147.08
EW,Edinger-Westphal nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Edinger-Westphal nucleus,,,,,4702,703.4
IV,Trochlear nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Trochlear nucleus,,,,,4702,0.0
Pa4,Paratrochlear nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Paratrochlear nucleus,,,,,4702,48.97
VTN,Ventral tegmental nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Ventral tegmental nucleus,,,,,4702,129.44
AT,Anterior tegmental nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Anterior tegmental nucleus,,,,,4702,122.32
LT,Lateral terminal nucleus of the accessory optic tract,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Lateral terminal nucleus of the accessory optic tract,,,,,4702,472.7
DT,Dorsal terminal nucleus of the accessory optic tract,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Dorsal terminal nucleus of the accessory optic tract,,,,,4702,34.55
MT,Medial terminal nucleus of the accessory optic tract,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Medial terminal nucleus of the accessory optic tract,,,,,4702,95.47
SNc,"Substantia nigra, compact part",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related","Substantia nigra, compact part",,,,,4702,69.85
PPN,Pedunculopontine nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Pedunculopontine nucleus,,,,,4702,138.87
IF,Interfascicular nucleus raphe,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interfascicular nucleus raphe,,,,4702,243.88
IPR,"Interpeduncular nucleus, rostral",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, rostral",,,4702,105.21
IPC,"Interpeduncular nucleus, caudal",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, caudal",,,4702,62.72
IPA,"Interpeduncular nucleus, apical",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, apical",,,4702,401.55
IPL,"Interpeduncular nucleus, lateral",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, lateral",,,4702,120.92
IPI,"Interpeduncular nucleus, intermediate",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, intermediate",,,4702,42.59
IPDM,"Interpeduncular nucleus, dorsomedial",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, dorsomedial",,,4702,184.31
IPDL,"Interpeduncular nucleus, dorsolateral",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, dorsolateral",,,4702,91.79
IPRL,"Interpeduncular nucleus, rostrolateral",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, rostrolateral",,,4702,262.43
RL,Rostral linear nucleus raphe,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Rostral linear nucleus raphe,,,,4702,345.17
CLI,Central linear nucleus raphe,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Central linear nucleus raphe,,,,4702,66.42
