Acronym,Brain Region,Level_0,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,mouse_id,density
TEa,Temporal association areas,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Isocortex,Temporal association areas,,,,4707,196.61
PERI,Perirhinal area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Isocortex,Perirhinal area,,,,4707,200.8
ECT,Ectorhinal area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Isocortex,Ectorhinal area,,,,4707,252.35
MOB,Main olfactory bulb,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Main olfactory bulb,,,,4707,934.46
AOBgl,"Accessory olfactory bulb, glomerular layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Accessory olfactory bulb,"Accessory olfactory bulb, glomerular layer",,,4707,
AOBgr,"Accessory olfactory bulb, granular layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Accessory olfactory bulb,"Accessory olfactory bulb, granular layer",,,4707,
AOBmi,"Accessory olfactory bulb, mitral layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Accessory olfactory bulb,"Accessory olfactory bulb, mitral layer",,,4707,
AON,Anterior olfactory nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Anterior olfactory nucleus,,,,4707,506.13
TTd,"Taenia tecta, dorsal part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Taenia tecta,"Taenia tecta, dorsal part",,,4707,474.79
TTv,"Taenia tecta, ventral part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Taenia tecta,"Taenia tecta, ventral part",,,4707,326.77
DP,Dorsal peduncular area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Dorsal peduncular area,,,,4707,590.21
PIR,Piriform area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Piriform area,,,,4707,340.71
NLOT1,"Nucleus of the lateral olfactory tract, molecular layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Nucleus of the lateral olfactory tract,"Nucleus of the lateral olfactory tract, molecular layer",,,4707,413.76
NLOT2,"Nucleus of the lateral olfactory tract, pyramidal layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Nucleus of the lateral olfactory tract,"Nucleus of the lateral olfactory tract, pyramidal layer",,,4707,324.07
COAa,"Cortical amygdalar area, anterior part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Cortical amygdalar area,"Cortical amygdalar area, anterior part",,,4707,404.52
COApl,"Cortical amygdalar area, posterior part, lateral zone",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Cortical amygdalar area,"Cortical amygdalar area, posterior part","Cortical amygdalar area, posterior part, lateral zone",,4707,140.68
COApm,"Cortical amygdalar area, posterior part, medial zone",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Cortical amygdalar area,"Cortical amygdalar area, posterior part","Cortical amygdalar area, posterior part, medial zone",,4707,158.86
PAA,Piriform-amygdalar area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Piriform-amygdalar area,,,,4707,221.79
TR,Postpiriform transition area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Postpiriform transition area,,,,4707,253.73
CA1,Field CA1,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Ammon's horn,Field CA1,,4707,107.27
CA2,Field CA2,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Ammon's horn,Field CA2,,4707,71.48
CA3,Field CA3,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Ammon's horn,Field CA3,,4707,130.02
DG-mo,"Dentate gyrus, molecular layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Dentate gyrus,"Dentate gyrus, molecular layer",,4707,68.55
DG-po,"Dentate gyrus, polymorph layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Dentate gyrus,"Dentate gyrus, polymorph layer",,4707,264.22
DG-sg,"Dentate gyrus, granule cell layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Dentate gyrus,"Dentate gyrus, granule cell layer",,4707,181.93
FC,Fasciola cinerea,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Fasciola cinerea,,,4707,110.34
IG,Induseum griseum,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Induseum griseum,,,4707,249.27
ENTl2,"Entorhinal area, lateral part, layer 2",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Entorhinal area,"Entorhinal area, lateral part","Entorhinal area, lateral part, layer 2",4707,309.47
ENTm2,"Entorhinal area, medial part, dorsal zone, layer 2",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Entorhinal area,"Entorhinal area, medial part, dorsal zone","Entorhinal area, medial part, dorsal zone, layer 2",4707,52.51
ENTm6,"Entorhinal area, medial part, dorsal zone, layer 6",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Entorhinal area,"Entorhinal area, medial part, dorsal zone","Entorhinal area, medial part, dorsal zone, layer 6",4707,
PAR,Parasubiculum,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Parasubiculum,,,4707,8.13
POST,Postsubiculum,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Postsubiculum,,,4707,219.95
PRE,Presubiculum,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Presubiculum,,,4707,215.96
SUB,Subiculum,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Subiculum,,,4707,57.76
ProS,Prosubiculum,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Prosubiculum,,,4707,75.4
HATA,Hippocampo-amygdalar transition area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Hippocampo-amygdalar transition area,,,4707,91.83
APr,Area prostriata,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Area prostriata,,,4707,361.2
CLA,Claustrum,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Claustrum,,,,,4707,537.63
EPd,"Endopiriform nucleus, dorsal part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Endopiriform nucleus,"Endopiriform nucleus, dorsal part",,,,4707,259.58
EPv,"Endopiriform nucleus, ventral part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Endopiriform nucleus,"Endopiriform nucleus, ventral part",,,,4707,180.01
LA,Lateral amygdalar nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Lateral amygdalar nucleus,,,,,4707,97.98
BLAa,"Basolateral amygdalar nucleus, anterior part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Basolateral amygdalar nucleus,"Basolateral amygdalar nucleus, anterior part",,,,4707,311.85
BLAp,"Basolateral amygdalar nucleus, posterior part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Basolateral amygdalar nucleus,"Basolateral amygdalar nucleus, posterior part",,,,4707,166.12
BLAv,"Basolateral amygdalar nucleus, ventral part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Basolateral amygdalar nucleus,"Basolateral amygdalar nucleus, ventral part",,,,4707,135.8
BMAa,"Basomedial amygdalar nucleus, anterior part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Basomedial amygdalar nucleus,"Basomedial amygdalar nucleus, anterior part",,,,4707,236.68
BMAp,"Basomedial amygdalar nucleus, posterior part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Basomedial amygdalar nucleus,"Basomedial amygdalar nucleus, posterior part",,,,4707,176.51
PA,Posterior amygdalar nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Posterior amygdalar nucleus,,,,,4707,149.04
CP,Caudoputamen,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum dorsal region,Caudoputamen,,,,4707,34.27
ACB,Nucleus accumbens,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum ventral region,Nucleus accumbens,,,,4707,170.22
FS,Fundus of striatum,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum ventral region,Fundus of striatum,,,,4707,116.13
OT,Olfactory tubercle,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum ventral region,Olfactory tubercle,,,,4707,113.85
LSc,"Lateral septal nucleus, caudal (caudodorsal) part",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Lateral septal complex,Lateral septal nucleus,"Lateral septal nucleus, caudal (caudodorsal) part",,,4707,117.62
LSr,"Lateral septal nucleus, rostral (rostroventral) part",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Lateral septal complex,Lateral septal nucleus,"Lateral septal nucleus, rostral (rostroventral) part",,,4707,333.57
LSv,"Lateral septal nucleus, ventral part",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Lateral septal complex,Lateral septal nucleus,"Lateral septal nucleus, ventral part",,,4707,433.54
SF,Septofimbrial nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Lateral septal complex,Septofimbrial nucleus,,,,4707,91.6
SH,Septohippocampal nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Lateral septal complex,Septohippocampal nucleus,,,,4707,125.32
AAA,Anterior amygdalar area,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum-like amygdalar nuclei,Anterior amygdalar area,,,,4707,206.27
BA,Bed nucleus of the accessory olfactory tract,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum-like amygdalar nuclei,Bed nucleus of the accessory olfactory tract,,,,4707,361.43
CEAc,"Central amygdalar nucleus, capsular part",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum-like amygdalar nuclei,Central amygdalar nucleus,"Central amygdalar nucleus, capsular part",,,4707,199.49
CEAl,"Central amygdalar nucleus, lateral part",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum-like amygdalar nuclei,Central amygdalar nucleus,"Central amygdalar nucleus, lateral part",,,4707,199.82
CEAm,"Central amygdalar nucleus, medial part",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum-like amygdalar nuclei,Central amygdalar nucleus,"Central amygdalar nucleus, medial part",,,4707,214.62
IA,Intercalated amygdalar nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum-like amygdalar nuclei,Intercalated amygdalar nucleus,,,,4707,320.28
MEA,Medial amygdalar nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum-like amygdalar nuclei,Medial amygdalar nucleus,,,,4707,242.31
GPe,"Globus pallidus, external segment",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, dorsal region","Globus pallidus, external segment",,,,4707,5.73
GPi,"Globus pallidus, internal segment",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, dorsal region","Globus pallidus, internal segment",,,,4707,20.34
SI,Substantia innominata,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, ventral region",Substantia innominata,,,,4707,64.71
MA,Magnocellular nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, ventral region",Magnocellular nucleus,,,,4707,114.22
MS,Medial septal nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, medial region",Medial septal complex,Medial septal nucleus,,,4707,129.72
NDB,Diagonal band nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, medial region",Medial septal complex,Diagonal band nucleus,,,4707,182.23
TRS,Triangular nucleus of septum,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, medial region",Triangular nucleus of septum,,,,4707,95.4
BST,Bed nuclei of the stria terminalis,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, caudal region",Bed nuclei of the stria terminalis,,,,4707,246.52
BAC,Bed nucleus of the anterior commissure,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, caudal region",Bed nucleus of the anterior commissure,,,,4707,14.68
VAL,Ventral anterior-lateral complex of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Ventral anterior-lateral complex of the thalamus,,,4707,35.68
VM,Ventral medial nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Ventral medial nucleus of the thalamus,,,4707,105.1
VPL,Ventral posterolateral nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Ventral posterior complex of the thalamus,Ventral posterolateral nucleus of the thalamus,,4707,48.48
VPLpc,"Ventral posterolateral nucleus of the thalamus, parvicellular part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Ventral posterior complex of the thalamus,"Ventral posterolateral nucleus of the thalamus, parvicellular part",,4707,41.59
VPM,Ventral posteromedial nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Ventral posterior complex of the thalamus,Ventral posteromedial nucleus of the thalamus,,4707,166.79
VPMpc,"Ventral posteromedial nucleus of the thalamus, parvicellular part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Ventral posterior complex of the thalamus,"Ventral posteromedial nucleus of the thalamus, parvicellular part",,4707,1.94
PoT,Posterior triangular thalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Posterior triangular thalamic nucleus,,,4707,84.18
SPFm,"Subparafascicular nucleus, magnocellular part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Subparafascicular nucleus,"Subparafascicular nucleus, magnocellular part",,,4707,108.07
SPFp,"Subparafascicular nucleus, parvicellular part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Subparafascicular nucleus,"Subparafascicular nucleus, parvicellular part",,,4707,126.87
SPA,Subparafascicular area,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Subparafascicular area,,,,4707,521.63
PP,Peripeduncular nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Peripeduncular nucleus,,,,4707,292.69
MGd,"Medial geniculate complex, dorsal part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related","Geniculate group, dorsal thalamus",Medial geniculate complex,"Medial geniculate complex, dorsal part",,4707,33.33
MGv,"Medial geniculate complex, ventral part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related","Geniculate group, dorsal thalamus",Medial geniculate complex,"Medial geniculate complex, ventral part",,4707,93.21
MGm,"Medial geniculate complex, medial part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related","Geniculate group, dorsal thalamus",Medial geniculate complex,"Medial geniculate complex, medial part",,4707,57.93
LGd-sh,"Dorsal part of the lateral geniculate complex, shell",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related","Geniculate group, dorsal thalamus",Dorsal part of the lateral geniculate complex,"Dorsal part of the lateral geniculate complex, shell",,4707,160.68
LGd-co,"Dorsal part of the lateral geniculate complex, core",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related","Geniculate group, dorsal thalamus",Dorsal part of the lateral geniculate complex,"Dorsal part of the lateral geniculate complex, core",,4707,215.66
LGd-ip,"Dorsal part of the lateral geniculate complex, ipsilateral zone",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related","Geniculate group, dorsal thalamus",Dorsal part of the lateral geniculate complex,"Dorsal part of the lateral geniculate complex, ipsilateral zone",,4707,224.66
LP,Lateral posterior nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,Lateral posterior nucleus of the thalamus,,,4707,88.64
PO,Posterior complex of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,Posterior complex of the thalamus,,,4707,44.5
POL,Posterior limiting nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,Posterior limiting nucleus of the thalamus,,,4707,139.5
SGN,Suprageniculate nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,Suprageniculate nucleus,,,4707,91.48
Eth,Ethmoid nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,Ethmoid nucleus of the thalamus,,,4707,41.09
AV,Anteroventral nucleus of thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Anteroventral nucleus of thalamus,,,4707,172.32
AMd,"Anteromedial nucleus, dorsal part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Anteromedial nucleus,"Anteromedial nucleus, dorsal part",,4707,395.91
AMv,"Anteromedial nucleus, ventral part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Anteromedial nucleus,"Anteromedial nucleus, ventral part",,4707,459.76
AD,Anterodorsal nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Anterodorsal nucleus,,,4707,117.33
IAM,Interanteromedial nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Interanteromedial nucleus of the thalamus,,,4707,583.72
IAD,Interanterodorsal nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Interanterodorsal nucleus of the thalamus,,,4707,376.24
LD,Lateral dorsal nucleus of thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Lateral dorsal nucleus of thalamus,,,4707,28.47
IMD,Intermediodorsal nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,Intermediodorsal nucleus of the thalamus,,,4707,532.05
MD,Mediodorsal nucleus of thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,Mediodorsal nucleus of thalamus,,,4707,173.8
SMT,Submedial nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,Submedial nucleus of the thalamus,,,4707,37.46
PR,Perireunensis nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,Perireunensis nucleus,,,4707,427.23
PVT,Paraventricular nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,Paraventricular nucleus of the thalamus,,,4707,806.42
PT,Parataenial nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,Parataenial nucleus,,,4707,457.07
RE,Nucleus of reuniens,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,Nucleus of reuniens,,,4707,252.7
Xi,Xiphoid thalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,Xiphoid thalamic nucleus,,,4707,531.26
RH,Rhomboid nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Rhomboid nucleus,,,4707,381.73
CM,Central medial nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Central medial nucleus of the thalamus,,,4707,462.84
PCN,Paracentral nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Paracentral nucleus,,,4707,134.6
CL,Central lateral nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Central lateral nucleus of the thalamus,,,4707,143.11
PF,Parafascicular nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Parafascicular nucleus,,,4707,83.93
PIL,Posterior intralaminar thalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Posterior intralaminar thalamic nucleus,,,4707,146.97
RT,Reticular nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Reticular nucleus of the thalamus,,,,4707,56.85
IGL,Intergeniculate leaflet of the lateral geniculate complex,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related","Geniculate group, ventral thalamus",Intergeniculate leaflet of the lateral geniculate complex,,,4707,592.98
IntG,Intermediate geniculate nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related","Geniculate group, ventral thalamus",Intermediate geniculate nucleus,,,4707,226.48
LGv,Ventral part of the lateral geniculate complex,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related","Geniculate group, ventral thalamus",Ventral part of the lateral geniculate complex,,,4707,450.95
SubG,Subgeniculate nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related","Geniculate group, ventral thalamus",Subgeniculate nucleus,,,4707,134.07
MH,Medial habenula,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Epithalamus,Medial habenula,,,4707,117.8
LH,Lateral habenula,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Epithalamus,Lateral habenula,,,4707,114.07
SO,Supraoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,Supraoptic nucleus,,,,4707,149.4
ASO,Accessory supraoptic group,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,Accessory supraoptic group,,,,4707,784.78
PVH,Paraventricular hypothalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,Paraventricular hypothalamic nucleus,,,,4707,266.38
PVa,"Periventricular hypothalamic nucleus, anterior part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,"Periventricular hypothalamic nucleus, anterior part",,,,4707,414.12
PVi,"Periventricular hypothalamic nucleus, intermediate part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,"Periventricular hypothalamic nucleus, intermediate part",,,,4707,318.89
ARH,Arcuate hypothalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,Arcuate hypothalamic nucleus,,,,4707,127.33
ADP,Anterodorsal preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Anterodorsal preoptic nucleus,,,,4707,584.22
AVP,Anteroventral preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Anteroventral preoptic nucleus,,,,4707,447.3
AVPV,Anteroventral periventricular nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Anteroventral periventricular nucleus,,,,4707,612.97
DMH,Dorsomedial nucleus of the hypothalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Dorsomedial nucleus of the hypothalamus,,,,4707,421.95
MEPO,Median preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Median preoptic nucleus,,,,4707,533.42
MPO,Medial preoptic area,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Medial preoptic area,,,,4707,333.28
OV,Vascular organ of the lamina terminalis,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Vascular organ of the lamina terminalis,,,,4707,377.94
PD,Posterodorsal preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Posterodorsal preoptic nucleus,,,,4707,379.86
PS,Parastrial nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Parastrial nucleus,,,,4707,408.49
PVp,"Periventricular hypothalamic nucleus, posterior part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,"Periventricular hypothalamic nucleus, posterior part",,,,4707,220.02
PVpo,"Periventricular hypothalamic nucleus, preoptic part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,"Periventricular hypothalamic nucleus, preoptic part",,,,4707,473.91
